,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,clean_text,created_at,label,sentiment_index,sentiment
3389,3389,office office,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,My office is better than your office. https://t.co/Wq4jZ5ufYp,my office is better than your office ,2019-08-23 12:35:50+00:00,None,1,Positive
3390,3390,news congratulation,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0188008233714825,False,Great news @sarah_sanderson! Congratulations. 🎉 https://t.co/MZUWP51yWM,great news  congratulations  ,2019-08-23 13:51:32+00:00,None,1,Positive
3391,3391,whole gogglebox month,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.6497684413788566,False,"Sat through the whole of Seven, not realising I'd seen the ending on Gogglebox a few months back https://t.co/pz3umCvP7b",sat through the whole of seven not realising i'd seen the ending on gogglebox a few months back ,2019-08-23 14:50:21+00:00,None,0,None
3392,3392,chair sport cooper view italy aaron ramsey comms zealander welsh rugby world,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.6439200651287075,False,"Back in the chair for @BBCRadioWales Sport from 7pm. We've got @SwansOfficial boss Steve Cooper on live, the view from Italy on Aaron Ramsey, live comms from @Penybont_FC v @CardiffMetFC and what New Zealanders think of Welsh rugby being No.1 in the world https://t.co/1IWEd7Q89f",back in the chair for  sport from we've got  boss steve cooper on live the view from italy on aaron ramsey live comms from  v  and what new zealanders think of welsh rugby being no in the world ,2019-08-23 17:08:58+00:00,None,2,Negative
3393,3393,picture face radio,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.2432232838402343,False,"@BBCRadioWales @SwansOfficial @Penybont_FC @CardiffMetFC By the way, I do know that's not me in the picture .....face for radio 😉",    by the way i do know that's not me in the picture face for radio ,2019-08-23 17:10:54+00:00,None,0,None
3394,3394,holiday campsite,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"Holiday Heartbreak - British lad, 12, dies after drowning on French campsite. https://t.co/r2yV1rDu8j",holiday heartbreak  british lad dies after drowning on french campsite ,2019-08-23 17:42:09+00:00,None,2,Negative
3395,3395,barnsley luton town,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,@LutonNews_LTFC Barnsley 1 Luton Town 2., barnsley luton town,2019-08-24 07:45:07+00:00,None,0,None
3396,3396,case business plan entrepreneur seat pant,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,@DPBusinessWales Another case of a flawed business plan and an entrepreneur flying by the seat of his pants and crashing., another case of a flawed business plan and an entrepreneur flying by the seat of his pants and crashing,2019-08-24 08:29:59+00:00,None,2,Negative
3397,3397,brilliant magazine,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,@CamBunton @roadratmagazine Brilliant aren’t they? My favourite magazine by far,  brilliant aren’t they my favourite magazine by far,2019-08-24 10:19:15+00:00,None,1,Positive
3398,3398,bastard wire,4,4_journalist_journalism_paper_boat,journalist - journalism - paper - boat - newspaper - career - news - pier - breath - reminder,1.0,True,Up the bastard Wire!! https://t.co/VVvNGuUTrx,up the bastard wire ,2019-08-24 10:23:58+00:00,Work,2,Negative
3399,3399,rise crowdfunding teenager apple airpods,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,The unstoppable rise of 'I want' crowdfunding’ and how one teenager funded his new new Apple AirPods https://t.co/Jb2YEwL49w https://t.co/Bxc33s7l0J,the unstoppable rise of i want crowdfunding and how one teenager funded his new new apple airpods  ,2019-08-24 11:23:22+00:00,None,2,Negative
3400,3400,nothing politics culture consumerism,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,@ferryenzo917 It is nothing to do with politics it is about culture and consumerism., it is nothing to do with politics it is about culture and consumerism,2019-08-24 11:45:01+00:00,None,0,None
3401,3401,stuff dream,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,0.2152303299462729,False,@_DavePowell The stuff dreams are made of... https://t.co/4BwRxXk0TC, the stuff dreams are made of ,2019-08-24 13:01:56+00:00,Life,1,Positive
