,Unnamed: 0,Unnamed: 0.1,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,created_at,label
4848,4848,69962,lazer studio,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.541089079670402,False,Major Lazer - A Very Lazer Sunday (Live from Lazer Studios #2) https://t.co/T3XbUpLjXF via @YouTube,2020-03-26 00:55:38+00:00,None
4849,4849,69961,balvin stay home,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,J Balvin - Stay Home And Listen #WithMe https://t.co/sb7Hnt3zHw via @YouTube,2020-03-26 00:57:09+00:00,None
4850,4850,69960,joyner lucas,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,Joyner Lucas - Will (ADHD) https://t.co/a2GYdgpKlj via @YouTube,2020-03-26 00:57:45+00:00,None
4851,4851,51242,sure donation gift claim hmrc story gift donor benefit gift matter,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.8083533551063838,False,@mcNAFS I'm sure it doesn't. when the donations are put through with your gift aid claim HMRC would have no way of knowing - or find out - the 'story' behind each gift. What matters is that the donor didn't receive any £ equivalent benefits. It's still a gift no matter what led to it!,2020-03-26 05:45:48+00:00,None
4852,4852,51241,chard gonna fall,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,@TheLittleChef @Gargarin A Chard Rain's Gonna Fall #chardday,2020-03-26 07:16:39+00:00,None
4853,4853,51240,nobody staaaart,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,"@Gargarin ""Nobody said it would be easy No one ever said it would be this #chard I'm going back to the sta-aa-art.""",2020-03-26 07:17:44+00:00,None
4854,4854,51239,john lennon,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.5989107230635256,False,@Gargarin It's So #Chard John Lennon,2020-03-26 07:19:12+00:00,None
4855,4855,51238,sorry word,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.7806435068843853,False,@TheLittleChef @Gargarin Sorry seems to be the chardest word,2020-03-26 07:20:32+00:00,None
4856,4856,51237,chard time welch,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,1.0,False,@TheLittleChef @Gargarin Chard Times - Gillian Welch,2020-03-26 07:23:10+00:00,Life
4857,4857,51236,woman elviscat stevens,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,@TheLittleChef @Gargarin #Chard Headed Woman - Elvis/cat Stevens,2020-03-26 07:23:45+00:00,None
4858,4858,51235,delivery range please,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,1.0,False,@squashliverpool What's your delivery range please?,2020-03-26 07:37:43+00:00,None
4859,4859,51234,stephen bean recipe million bugger,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,@TheLittleChef @Gargarin Stephen... Do you have any good broad bean recipes? Got bloody millions of the buggers.,2020-03-26 07:46:49+00:00,None
4860,4860,62011,wise word,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,1.0,False,@RightChordMusic @Roxannemusic Wise words I feel.,2020-03-26 09:25:44+00:00,None
4861,4861,7243,warehouse item condition warehouse staff courier thousand people risk,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,@ScotlandTonight @NicolaSturgeon @ScotGovFM Why are warehouses still allowed to operate when they are not delivering essential items? The conditions for warehouse staff and couriers are still putting thousands of people at unnecessary risk.,2020-03-26 09:44:32+00:00,None
4862,4862,13107,comment instagram photo queen background colour colour something photo,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.4433573798118609,False,@RoyalFamily @10DowningStreet I did comment on Instagram this photo of the Queen is not Quite right the background is very warm colour she is a very cold colour I have never seen that before and I’m pro photographer I see she is wearing blue but that’s not it Something does not fit about this photo,2020-03-26 09:53:35+00:00,None
4863,4863,38622,work time deffo rest,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,So nice leaving work at this time but I’m deffo going back to bed n then spending the rest of the day editing 🙌,2020-03-26 10:52:42+00:00,None
4864,4864,13106,aircraft aircraft,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.6198292029291911,False,"@Kirkabout Generally speaking only Airbus Airbus A319 can Land there as it’s smaller aircraft, or any smaller aircraft",2020-03-26 11:00:41+00:00,None
4865,4865,51233,goat milk chard,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.2252321589642027,False,"@TheLittleChef @Gargarin OR. Those of us who were Tom and Barbara already were especially prepared. We just got goats. Eggs, milk and chard. Got it all covered.",2020-03-26 11:02:11+00:00,None
4866,4866,51232,catalunya prospect paperwork,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,@irrationalme20 Same here in Catalunya. Deterred by the prospect of paperwork.,2020-03-26 11:05:03+00:00,None
4867,4867,13105,problem people,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.9172500529040766,False,@oscar_thorpe @GoodwoodTed @SkyNews I know what I was saying what’s your problem putting people down why.,2020-03-26 11:07:02+00:00,None
4868,4868,51231,lockdown school restaurant shop limit movement week quicker,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.5054679657457977,False,"Pretty sure it didn't. We were on full lockdown, with schools, bars, restaurants and shops close limits on movement, over a week before the UK. Could have moved a little bit quicker but compared to the UK... super cautious. https://t.co/kzzQyadbVk",2020-03-26 11:08:52+00:00,None
4869,4869,13104,aircraft land excel centre patient hospital excel centre,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.7290397846754969,False,@Kirkabout It’s because large aircraft can’t land there and its by the excel centre I would think they need to be bring Patients into that large hospital that they setting up at the excel centre and bring supply’s in,2020-03-26 11:13:35+00:00,None
4870,4870,51230,rationale decision gift,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,1.0,False,@DanielPoole87 @mcNAFS I'd be amazed if they have a good rationale for this decision. Ask for gift aid anyway.,2020-03-26 11:31:50+00:00,None
4871,4871,38621,lottery machine,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,0.6767769255075847,False,@glamgigpics It’s ridiculous! We think our lottery machine should be turned off for a while but apparently it’s still seen as “essential”,2020-03-26 11:55:02+00:00,Life
4872,4872,38620,bday hope,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.995557562823048,False,@shaunathy happy bday pal! hope it’s a good one! 🙌🖤,2020-03-26 13:06:40+00:00,None
4873,4873,13103,thing stuff netflix,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,"@juliemac1000 Don’t be lonely lots FB of things you can do , lots of stuff on Netflix etc",2020-03-26 14:06:27+00:00,None
4874,4874,13102,finger brexit million,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.3193647199244865,False,@mrjamesob He left the uk not so long ago he even put his two fingers up at us over brexit now he wants to make millions out of the NHS,2020-03-26 14:19:37+00:00,None
4875,4875,13101,people door train,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.4104042943479514,False,@niels_v_r @barthoboer @ZihniOzdil @NS_online That’s would of been very funny or him telling people to mind the doors and get the next train,2020-03-26 15:02:15+00:00,None
4876,4876,62010,moment choice something moment,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.6022726320513401,False,"In all of this I am finding some moments of immense joy. Joy is a choice isn’t it? It’s something you can choose in a moment. Sometimes it is very hard to find but when it comes and you choose it, it is wonderful. https://t.co/OkmZ53Ohai",2020-03-26 15:15:15+00:00,None
4877,4877,38619,chocolate banana dance,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,1.0,False,@IainConnell @katrina_bry would you like to see the wee chocolate banana dance? 🍌,2020-03-26 16:36:01+00:00,None
4878,4878,51229,jeff thanks,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,1.0,False,"@verddegris We're fine Jeff, thanks for checking. We're very isolated!",2020-03-26 17:02:07+00:00,None
4879,4879,7242,assumption people wage june touch government coronavirus,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.2408037989892784,False,The assumption that self-employed people can survive without the wages they have missed until June just proves how out of touch this government is and how badly they’ve handled coronavirus as well. It really took them this long to come up with that?!,2020-03-26 17:36:17+00:00,None
4880,4880,51228,dhani beautiful,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,This is lovely. Dhani is so like his dad. Beautiful singing. https://t.co/J1bTI4xsPq,2020-03-26 17:57:36+00:00,None
4881,4881,13100,hope self,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.659341719287775,False,@lghendry @TracyBrabin @RishiSunak I have just done that hope you are ok your self,2020-03-26 18:12:03+00:00,None
4882,4882,62911,plea help music time hand cannot music money replacement music therapy time help advice suggestion,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.983146510728212,False,"A plea for some help! My music recording PC has died on me, with all this spare time on my hands, I cannot make music. With no money coming in I can't buy a replacement right now :( Making music is my therapy in these difficult times. Please #share Help, advice, suggestions?",2020-03-26 20:08:00+00:00,None
4883,4883,7241,street people door function care staff tonight,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,"Didn’t think our street would clap, but I just saw and heard more people outside than I have for days clapping out of their doors. Society can’t function without our health/social care staff so I hope you all feel more appreciated tonight ❤️ #ClapForCarers",2020-03-26 20:14:39+00:00,None
4884,4884,12483,isle sheppey people street saucepan horn firework,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,1.0,False,"Did you #ClapForTheNHS? We did on the Isle of Sheppey. A little dark but people in the street, saucepans being hit, car horns and fireworks. Very moving. https://t.co/tYI8PIw04S",2020-03-26 22:32:52+00:00,None
4885,4885,15419,makeup people,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,1.0,False,makeup is truly an art cuz some of you look like entirely different people,2020-03-27 03:37:06+00:00,None
4886,4886,15418,flawless discography,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,@YanSnead closest we get to a flawless discography,2020-03-27 03:43:33+00:00,None
4887,4887,15417,freestyle something,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,@burnergod77 @WannasWorld the freestyle over “say something” too,2020-03-27 04:02:03+00:00,None
4888,4888,41783,email track,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.1789620815945839,False,@stonianJ email sent with our new track!,2020-03-27 04:04:17+00:00,None
4889,4889,51227,ticket donation news generosity fundraiser work relationship,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,1.0,False,"50%-2/3rds of tickets are being flipped into donations. Good news. wonderful generosity. But please, don't leave it there. Arts fundraisers - build on this, work to establish a relationship beyond the transactional. What else can you do... Together? https://t.co/UO6yrGu39r",2020-03-27 06:43:33+00:00,None
4890,4890,51226,life neurosurgeon chris park night gratitude worker,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,Amazing man. The man who saved our son's life - neurosurgeon Chris Parks - was on TV last night. Massive GRATITUDE to him... And all NHS workers. #SavetheNHS https://t.co/NcZxvKdG3c,2020-03-27 06:47:03+00:00,None
4891,4891,41782,morning chris release,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,"@ChrisHawkinsUK @BBC6Music Morning Chris, It's release day for us! https://t.co/BEY1KL0vsj",2020-03-27 06:53:16+00:00,None
4892,4892,51225,life swing head year monday chris debt thank,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.55146506487588,False,@AlderHey This man saved our son's life after he fell off a swing and banged his head 4 years ago. That son turns 13 on Monday. We will always owe Chris an enormous debt. Thank you.,2020-03-27 06:56:59+00:00,None
4893,4893,51224,chris park family hero neurosurgeon team genius surgeon,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,Chris Parks is our family hero. We'll always be grateful to him the neurosurgeon team at @AlderHey @AlderHeyCharity. Genius surgeon. Lovely man. #clapforNHS https://t.co/p8W6wstnQg,2020-03-27 07:11:11+00:00,None
4894,4894,41781,listen release kitten spotify,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.5733563729002992,False,Listen to our new release 'God Kills Another Kitten' on Spotify! #FridayFeeling #NewMusicFriday https://t.co/iuVJiSat4G,2020-03-27 07:16:48+00:00,None
4895,4895,41780,innit gonna scorcher,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,@Electronicrv Innit. Gonna be a scorcher apparently!,2020-03-27 07:37:25+00:00,None
4896,4896,41779,release kitten bass track love narcissist platform,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.9669303412504726,False,It's release day! Our new single 'God Kills Another Kitten' A bass driven synthesizer track about falling in love with a Grandiose Narcissist! Out now on all platforms! #NewMusicFriday #ElectronicMusic https://t.co/s0xMYtITbc,2020-03-27 07:50:11+00:00,None
4897,4897,38618,repeat content,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,I’ve had the new @HoldingAbsence on repeat since 5am vvv good content 10/10 would recommend 🥰 https://t.co/sBqrGSZcZN,2020-03-27 11:34:10+00:00,None
4898,4898,15416,heaven year thing bird beauty,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.2582082910472177,False,@bryanmichaelcox overjoyed heaven is 10 zillion light years away superwoman don’t you worry ‘bout a thing you and i bonus: bird of beauty,2020-03-27 14:17:34+00:00,None
4899,4899,69959,shipment route venezuela news,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,1.0,False,@Stephania86 @padricgleason @Reuters This shipment route through Venezuela is old news,2020-03-27 15:19:19+00:00,None
4900,4900,38617,miss faves,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.5281357614963403,False,@vodkalibbi @wildfloweravidn @samrossvolante Miss u my faves 4ever n ever,2020-03-27 16:07:02+00:00,None
4901,4901,15415,world hand,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.7487410135867258,False,@TommyRealNiggga got the wholeee world in his hands 😂,2020-03-27 17:00:17+00:00,None
4902,4902,15414,homies shot,4,4_photo_camera_photographer_shot,photo - camera - photographer - shot - shape - picture - photography - image - google - photograph,0.6322236746017088,False,me watching all the homies shoot every shot when we back outside https://t.co/Z9fE2Ibh2A,2020-03-27 17:06:01+00:00,Life
