,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
7,7,nooooooo,7,7_baby_charity_donation_unit,baby - charity - donation - unit - lunch - staff - claire - family - blanket - thanks,1.0,True,@CardsOrDie Nooooooo
30,30,argh,3,3_congratulation_luck_photo_brilliant,congratulation - luck - photo - brilliant - picture - view - colour - award - hill - shirt,1.0,True,@jodlepodle ARGH
50,50,tomorrow,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.7859183628743966,True,Must not forget to go to work tomorrow…
51,51,congratulation,3,3_congratulation_luck_photo_brilliant,congratulation - luck - photo - brilliant - picture - view - colour - award - hill - shirt,0.1058706748329571,True,@lornafraser10 So so so many congratulations but also 😢
60,60,sorry,8,8_thanks_friend_sorry_mine,thanks - friend - sorry - mine - please - something - nothing - anything - experience - reality,0.347913447945312,True,@CElliumK That’s rubbish. I’m sorry.
62,62,claire,7,7_baby_charity_donation_unit,baby - charity - donation - unit - lunch - staff - claire - family - blanket - thanks,0.8639030709959814,True,"@ccarmichael_83 @stjohnambulance Hope he’s ok, Claire"
81,81,friend,8,8_thanks_friend_sorry_mine,thanks - friend - sorry - mine - please - something - nothing - anything - experience - reality,0.8786323903195737,True,@real_meaning Lol I need to find out if I qualify for one because I don’t have a best friend.
95,95,month,2,2_book_month_conference_place,book - month - conference - place - review - kind - series - coach - radio - programme,0.868772348912692,True,@IshMotherBec @porschespider May like the month and then man as in… man??
121,121,year,5,5_year_enjoy_game_stuff,year - enjoy - game - stuff - welcome - pleasure - family - tonight - round - comment,0.6718180232404228,True,Yes it was 9 years ago and yes I’m still cross.
128,128,soul,0,0_thank_hope_team_jackie,thank - hope - team - jackie - sound - match - support - space - thanks - goodness,1.0,True,@IshMotherBec I feel this in my soul.
129,129,book,2,2_book_month_conference_place,book - month - conference - place - review - kind - series - coach - radio - programme,0.3112113959611001,True,Love this book. Cannot recommend it enough. @ChrisMulryan will not be forgotten. https://t.co/eknfb6m62s
138,138,feeling,4,4_time_world_watch_machine,time - world - watch - machine - propaganda - bath - cute - button - problem - person,1.0,True,@jodlepodle Oh i hope she’s feeling better soon
145,145,please,8,8_thanks_friend_sorry_mine,thanks - friend - sorry - mine - please - something - nothing - anything - experience - reality,0.0645873316937111,True,"Why am I so be depressed, please?"
169,169,sorry,8,8_thanks_friend_sorry_mine,thanks - friend - sorry - mine - please - something - nothing - anything - experience - reality,0.1272208882191057,True,@real_meaning Oh Anna I’m sorry
174,174,marvel representation please,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,1.0,True,Really REALLY enjoyed Ms. Marvel. More representation please. https://t.co/3jNNxOrCRh
181,181,cute,4,4_time_world_watch_machine,time - world - watch - machine - propaganda - bath - cute - button - problem - person,0.9379915707263669,True,@kizletwiggle Cute tho.
211,211,thank,0,0_thank_hope_team_jackie,thank - hope - team - jackie - sound - match - support - space - thanks - goodness,1.0,True,@mary_b_x Thank you! Already seen it 😂😂 although it IS amazing.
237,237,time,4,4_time_world_watch_machine,time - world - watch - machine - propaganda - bath - cute - button - problem - person,0.0548578583842482,True,Lol first time I’ve been described as breathtakingly beautiful 😂😂 https://t.co/0nBAEANnzn
249,249,sorry,8,8_thanks_friend_sorry_mine,thanks - friend - sorry - mine - please - something - nothing - anything - experience - reality,0.5878380760380889,True,@Ron_Fleasley I’m sorry Ron. I would 💯 be crying too.
251,251,thank,0,0_thank_hope_team_jackie,thank - hope - team - jackie - sound - match - support - space - thanks - goodness,1.0,True,@the_learnaholic @drbobphillips Thank you!
265,265,museum thing yesterday friend cath leather strap gauge lady embarrassment ghost,2,2_book_month_conference_place,book - month - conference - place - review - kind - series - coach - radio - programme,1.0,True,Went to a museum thing yesterday and my friend Cath walked in so I excitedly yelled: do you want a leather strap Or a flange gauge? It was not Cath but instead a very bemused older lady. 😭 And then I died of embarrassment. I’m just a ghost typing this now. https://t.co/wLyEoDfEIs
266,266,thank,0,0_thank_hope_team_jackie,thank - hope - team - jackie - sound - match - support - space - thanks - goodness,1.0,True,@chriselliumk Thank you for sharing ❤️
267,267,please,8,8_thanks_friend_sorry_mine,thanks - friend - sorry - mine - please - something - nothing - anything - experience - reality,0.2616657669140806,True,@real_meaning Please teach me how.
271,271,morning,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.2707695197589433,True,Morning https://t.co/yWcagKp9ax
283,283,dear,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.954306351949767,True,@SeanMurricane Oh dear
290,290,mine,8,8_thanks_friend_sorry_mine,thanks - friend - sorry - mine - please - something - nothing - anything - experience - reality,0.803560594362267,True,@RachelN76 Mine either!
292,292,argh,3,3_congratulation_luck_photo_brilliant,congratulation - luck - photo - brilliant - picture - view - colour - award - hill - shirt,1.0,True,@leanne1fisher Argh
294,294,friday,0,0_thank_hope_team_jackie,thank - hope - team - jackie - sound - match - support - space - thanks - goodness,1.0,True,Happy very hot Friday 😭 https://t.co/EUs2PYvUnd
296,296,everyone,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.1056461212444031,True,isn’t everyone like this though? https://t.co/328Uq6zONn
298,298,sorry,8,8_thanks_friend_sorry_mine,thanks - friend - sorry - mine - please - something - nothing - anything - experience - reality,0.2473687986787039,True,@real_meaning And I’m sorry it’s been crappy 🤗
301,301,anything,8,8_thanks_friend_sorry_mine,thanks - friend - sorry - mine - please - something - nothing - anything - experience - reality,1.0,True,@drbobphillips Is there *anything* you haven’t written? 😂😂🍓
306,306,bloody hell,0,0_thank_hope_team_jackie,thank - hope - team - jackie - sound - match - support - space - thanks - goodness,1.0,True,@KazMitch Bloody hell. Avoid. Strongly strongly avoid.
309,309,hour,9,9_tweet_twitter_hour_minute,tweet - twitter - hour - minute - chat - follower - hashtag - joke - anniversary - update,0.4091629682447563,True,@helloimisra Yes! Only for about 3 hours but still 😂
316,316,welcome,5,5_year_enjoy_game_stuff,year - enjoy - game - stuff - welcome - pleasure - family - tonight - round - comment,0.7291580668197593,True,@vickyyyf Welcome to Yorkshire 😀
317,317,shirt belongs work,3,3_congratulation_luck_photo_brilliant,congratulation - luck - photo - brilliant - picture - view - colour - award - hill - shirt,1.0,True,This beautiful shirt belongs to MrM 😍 such fantastic work @masato_jones ❤️ https://t.co/ePhRbC22GG
318,318,congratulation,3,3_congratulation_luck_photo_brilliant,congratulation - luck - photo - brilliant - picture - view - colour - award - hill - shirt,1.0,True,@ComfortWeight Congratulations!
331,331,everyone,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.1854648737083285,True,@o_burbidge Well. It’s definitely longer than advertised… 😂 it’s fine. Everyone is doing their best.
337,337,panic clothes wash reflection,4,4_time_world_watch_machine,time - world - watch - machine - propaganda - bath - cute - button - problem - person,1.0,True,"Just had a panic that I’d shrunk E’s clothes in the wash. On reflection, I think she’s just smaller than I am."
357,357,sorry,8,8_thanks_friend_sorry_mine,thanks - friend - sorry - mine - please - something - nothing - anything - experience - reality,0.0071923266358693,True,@The_X_Stitcher 9/10 #InsufferablySmug I’m sorry 🤦🏻‍♀️
358,358,enjoy,5,5_year_enjoy_game_stuff,year - enjoy - game - stuff - welcome - pleasure - family - tonight - round - comment,0.7516804017184923,True,@CFLeeds Enjoy!
370,370,sorry,8,8_thanks_friend_sorry_mine,thanks - friend - sorry - mine - please - something - nothing - anything - experience - reality,0.2872645438288283,True,@StarCur1 Oh no I’m sorry.
376,376,hour,9,9_tweet_twitter_hour_minute,tweet - twitter - hour - minute - chat - follower - hashtag - joke - anniversary - update,0.289800930566193,True,@real_meaning Literally me every single hour.
380,380,tonight,5,5_year_enjoy_game_stuff,year - enjoy - game - stuff - welcome - pleasure - family - tonight - round - comment,0.9698470199700528,True,@masato_jones Working tonight
391,391,soul,0,0_thank_hope_team_jackie,thank - hope - team - jackie - sound - match - support - space - thanks - goodness,1.0,True,@riverthistle I feel this in my soul and remember it well. Big hugs.
