,Unnamed: 0,Unnamed: 0.1,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,created_at,label
4683,4683,6714,acknowledgement person side business others year,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.6361477081100615,False,Getting an #IWD2021 acknowledgement from a very senior person in the America side of the business #brilliant getting it totally ignored by others when you could have died last year #priceless,2021-03-09 00:25:59+00:00,None
4684,4684,6713,people rugby year taste star,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,1.0,False,"@kmm16x You now know how to tackle people better than I do and I played rugby for over 10 years, I'm not arguing with you 🤣 but I really can't tell you how proud I feel to see you moving on like you are now - just need to get your taste in dogs to improve!! You're an utter star!!",2021-03-09 00:27:25+00:00,None
4685,4685,8952,alpaca breeding beginner,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,1.0,False,@archer_rs Alpaca breeding for beginners?,2021-03-09 11:41:16+00:00,None
4686,4686,8951,rapido announce hornby announce lion something tell post,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,Rapido announce Titfield Thunderbolt the day after Hornby announce Lion? Something tells me Hornby were wanting to be first past the post. #TMRGUK,2021-03-09 18:32:18+00:00,None
4687,4687,17083,twitter today,5,5_tweet_twitter_people_someone,tweet - twitter - people - someone - account - musk - twat - year - thread - reply,1.0,False,Wins Twitter for today! https://t.co/eBJGAo5rAl,2021-03-09 20:06:52+00:00,Life
4688,4688,8950,disney service piece costume,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,"@DennisHaysbert I'm refreshing myself on the UK Disney+ service, although I have all the DVD's under the TV. Even have a piece of your costume. https://t.co/TmhLJ8wUkv",2021-03-09 20:17:23+00:00,None
4689,4689,6712,house place,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,1.0,False,"@mickleeds23 @rikko71 226 from current house, if we move around 376 from new place.",2021-03-09 23:14:48+00:00,None
4690,4690,8949,colleague week,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.8425704013278845,False,"@CatFankles Having lost 3 colleagues in a week, I know how you feel.",2021-03-10 06:47:14+00:00,None
4691,4691,8948,thank moron hammock cattle prod,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.5049664392798235,False,"@CatFankles Thank you, it's the morons who wear chin hammocks as soon as they step onboard that really rile me up. Wish we'd get issued with cattle prods to sort them out.",2021-03-10 06:54:13+00:00,None
4692,4692,18112,everyone hope,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.3230122685427622,False,#goodmorning everyone. Hope you have an amazing day!,2021-03-10 07:11:49+00:00,None
4693,4693,20344,headline union connectivity sort sense context,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.1346022955702209,False,@philatrail Now I’ve read the headlines of @SirPeterHendy Union Connectivity Review it begins to make some sort of sense in that context,2021-03-10 08:02:54+00:00,None
4694,4694,8947,health safety rule book pocket,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,"@katytoms1 @amyjayem I agree, you need it for your health and safety and to comply with Rule Book. Shouldn't come out of your pocket.",2021-03-10 09:16:38+00:00,None
4695,4695,18111,poppin bloke,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.9677749773888747,False,"@kimberlyann30 You stay safe poppin and if you need a chunky bloke in the car, let me know 😂😂xx",2021-03-10 12:00:49+00:00,None
